"","x"
"218","ENSG00000162105"
"219","ENSG00000137522"
"220","ENSG00000137478"
"221","ENSG00000149273"
"222","ENSG00000171533"
"223","ENSG00000158636"
"224","ENSG00000033327"
"225","ENSG00000149256"
"226","ENSG00000207221"
"227","ENSG00000166575"
"228","ENSG00000255082"
"229","ENSG00000165325"
"230","ENSG00000166002"
"231","ENSG00000150316"
"232","ENSG00000165895"
"233","ENSG00000187240"
"234","ENSG00000235505"
"235","ENSG00000166323"
"236","ENSG00000185742"
"237","ENSG00000086848"
"238","ENSG00000250303"
"239","ENSG00000254968"
"240","ENSG00000149294"
"241","ENSG00000166682"
"242","ENSG00000182985"
"243","ENSG00000149591"
"244","ENSG00000160613"
"245","ENSG00000019144"
"246","ENSG00000235718"
"247","ENSG00000109929"
"248","ENSG00000255248"
"249","ENSG00000265357"
"250","ENSG00000196844"
"251","ENSG00000064309"
"252","ENSG00000149571"
"253","ENSG00000182667"
"254","ENSG00000183715"
"255","ENSG00000139044"
"256","ENSG00000177406"
"257","ENSG00000082805"
"258","ENSG00000111186"
"259","ENSG00000047617"
"260","ENSG00000067182"
"261","ENSG00000059804"
"262","ENSG00000215241"
"263","ENSG00000197992"
"264","ENSG00000165714"
"265","ENSG00000178878"
"266","ENSG00000134531"
"267","ENSG00000256287"
"268","ENSG00000283603"
"269","ENSG00000123106"
"270","ENSG00000064763"
"271","ENSG00000255867"
"272","ENSG00000257114"
"273","ENSG00000258331"
"274","ENSG00000079337"
"275","ENSG00000123352"
"276","ENSG00000123358"
"277","ENSG00000259884"
"278","ENSG00000170454"
"279","ENSG00000166888"
"280","ENSG00000258231"
"281","ENSG00000111110"
"282","ENSG00000166268"
"283","ENSG00000135643"
"284","ENSG00000139292"
"285","ENSG00000139287"
"286","ENSG00000067798"
"287","ENSG00000139304"
"288","ENSG00000139323"
"289","ENSG00000257725"
"290","ENSG00000257242"
"291","ENSG00000169372"
"292","ENSG00000257283"
"293","ENSG00000184752"
"294","ENSG00000139350"
"295","ENSG00000245017"
"296","ENSG00000151572"
"297","ENSG00000136048"
"298","ENSG00000235162"
"299","ENSG00000257859"
"300","ENSG00000074590"
"301","ENSG00000084112"
"302","ENSG00000174437"
"303","ENSG00000186815"
"304","ENSG00000089060"
"305","ENSG00000152137"
"306","ENSG00000122966"
"307","ENSG00000110931"
"308","ENSG00000183955"
"309","ENSG00000188026"
"310","ENSG00000178882"
"311","ENSG00000196498"
"312","ENSG00000073060"
"313","ENSG00000256022"
"314","ENSG00000111452"
"315","ENSG00000263978"
"316","ENSG00000151835"
"317","ENSG00000132964"
"318","ENSG00000152484"
"319","ENSG00000102755"
"320","ENSG00000122042"
"321","ENSG00000132965"
"322","ENSG00000102802"
"323","ENSG00000073910"
"324","ENSG00000133121"
"325","ENSG00000133083"
"326","ENSG00000133104"
"327","ENSG00000180138"
"328","ENSG00000215483"
"329","ENSG00000284584"
"330","ENSG00000276319"
"331","ENSG00000152207"
"332","ENSG00000102531"
"333","ENSG00000176124"
"334","ENSG00000102554"
"335","ENSG00000136111"
"336","ENSG00000102471"
"337","ENSG00000226317"
"338","ENSG00000184564"
"339","ENSG00000236520"
"340","ENSG00000102452"
"341","ENSG00000041515"
"342","ENSG00000276765"
"343","ENSG00000134871"
"344","ENSG00000134905"
"345","ENSG00000100439"
"346","ENSG00000255804"
"347","ENSG00000157227"
"348","ENSG00000136367"
"349","ENSG00000168952"
"350","ENSG00000258098"
"351","ENSG00000151320"
"352","ENSG00000259070"
"353","ENSG00000165379"
"354","ENSG00000213741"
"355","ENSG00000139926"
"356","ENSG00000273888"
"357","ENSG00000027075"
"358","ENSG00000126785"
"359","ENSG00000070182"
"360","ENSG00000033170"
"361","ENSG00000182185"
"362","ENSG00000139990"
"363","ENSG00000259153"
"364","ENSG00000182732"
"365","ENSG00000205683"
"366","ENSG00000156030"
"367","ENSG00000258602"
"368","ENSG00000100596"
"369","ENSG00000021645"
"370","ENSG00000100629"
"371","ENSG00000165417"
"372","ENSG00000185070"
"373","ENSG00000119720"
"374","ENSG00000100605"
"375","ENSG00000100739"
"376","ENSG00000205476"
"377","ENSG00000196405"
"378","ENSG00000259023"
"379","ENSG00000273749"
"380","ENSG00000266517"
"381","ENSG00000206187"
"382","ENSG00000034053"
"383","ENSG00000169926"
"384","ENSG00000184984"
"385","ENSG00000169857"
"386","ENSG00000159248"
"387","ENSG00000265102"
"388","ENSG00000175746"
"389","ENSG00000259330"
"390","ENSG00000187446"
"391","ENSG00000103994"
"392","ENSG00000259479"
"393","ENSG00000137767"
"394","ENSG00000259200"
"395","ENSG00000166147"
"396","ENSG00000104043"
"397","ENSG00000186417"
"398","ENSG00000069966"
"399","ENSG00000128849"
"400","ENSG00000128918"
"401","ENSG00000259293"
"402","ENSG00000157483"
"403","ENSG00000259530"
"404","ENSG00000259370"
"405","ENSG00000140416"
"406","ENSG00000103710"
"407","ENSG00000259471"
"408","ENSG00000137834"
"409","ENSG00000166949"
"410","ENSG00000137809"
"411","ENSG00000259473"
"412","ENSG00000137831"
"413","ENSG00000187720"
"414","ENSG00000278570"
"415","ENSG00000213614"
"416","ENSG00000260898"
"417","ENSG00000167173"
"418","ENSG00000259422"
"419","ENSG00000259420"
"420","ENSG00000172379"
"421","ENSG00000136379"
"422","ENSG00000208003"
"423","ENSG00000156218"
"424","ENSG00000170776"
"425","ENSG00000140519"
"426","ENSG00000185442"
"427","ENSG00000259219"
"428","ENSG00000197562"
"429","ENSG00000196557"
"430","ENSG00000138834"
"431","ENSG00000162040"
"432","ENSG00000167962"
"433","ENSG00000006194"
"434","ENSG00000262185"
"435","ENSG00000162104"
"436","ENSG00000038532"
"437","ENSG00000237515"
"438","ENSG00000186260"
"439","ENSG00000072864"
"440","ENSG00000103489"
"441","ENSG00000103544"
"442","ENSG00000155666"
"443","ENSG00000103522"
"444","ENSG00000087258"
"445","ENSG00000140853"
"446","ENSG00000140854"
"447","ENSG00000166548"
"448","ENSG00000062038"
"449","ENSG00000157322"
"450","ENSG00000196696"
"451","ENSG00000157368"
"452","ENSG00000103043"
"453","ENSG00000153774"
"454","ENSG00000140876"
"455","ENSG00000284473"
"456","ENSG00000131149"
"457","ENSG00000268388"
"458","ENSG00000261095"
"459","ENSG00000225614"
"460","ENSG00000103335"
"461","ENSG00000141013"
"462","ENSG00000159842"
"463","ENSG00000070366"
"464","ENSG00000262884"
"465","ENSG00000166579"
"466","ENSG00000170310"
"467","ENSG00000007237"
"468","ENSG00000133020"
"469","ENSG00000133028"
"470","ENSG00000234634"
"471","ENSG00000153976"
"472","ENSG00000239704"
"473","ENSG00000133030"
"474","ENSG00000171962"
"475","ENSG00000281000"
"476","ENSG00000141068"
"477","ENSG00000004139"
"478","ENSG00000108666"
"479","ENSG00000276023"
"480","ENSG00000277258"
"481","ENSG00000126353"
"482","ENSG00000196859"
"483","ENSG00000212901"
"484","ENSG00000131737"
"485","ENSG00000171360"
"486","ENSG00000108774"
"487","ENSG00000236383"
"488","ENSG00000188825"
"489","ENSG00000182963"
"490","ENSG00000168517"
"491","ENSG00000006062"
"492","ENSG00000082641"
"493","ENSG00000121067"
"494","ENSG00000005884"
"495","ENSG00000250107"
"496","ENSG00000008294"
"497","ENSG00000266826"
"498","ENSG00000108395"
"499","ENSG00000284190"
"500","ENSG00000267772"
"501","ENSG00000141376"
"502","ENSG00000121075"
"503","ENSG00000263520"
"504","ENSG00000168646"
"505","ENSG00000267659"
"506","ENSG00000123700"
"507","ENSG00000260785"
"508","ENSG00000177728"
"509","ENSG00000161526"
"510","ENSG00000161544"
"511","ENSG00000092931"
"512","ENSG00000129657"
"513","ENSG00000204283"
"514","ENSG00000266970"
"515","ENSG00000087157"
"516","ENSG00000262833"
"517","ENSG00000266392"
"518","ENSG00000182446"
"519","ENSG00000079134"
"520","ENSG00000158270"
"521","ENSG00000088756"
"522","ENSG00000286126"
"523","ENSG00000173482"
"524","ENSG00000168502"
"525","ENSG00000178127"
"526","ENSG00000101558"
"527","ENSG00000168675"
"528","ENSG00000067900"
"529","ENSG00000141448"
"530","ENSG00000212710"
"531","ENSG00000053747"
"532","ENSG00000264345"
"533","ENSG00000198795"
"534","ENSG00000141380"
"535","ENSG00000170558"
"536","ENSG00000134775"
"537","ENSG00000101489"
"538","ENSG00000267586"
"539","ENSG00000132872"
"540","ENSG00000267337"
"541","ENSG00000132874"
"542","ENSG00000134030"
"543","ENSG00000264269"
"544","ENSG00000260433"
"545","ENSG00000091164"
"546","ENSG00000074657"
"547","ENSG00000166562"
"548","ENSG00000183287"
"549","ENSG00000176641"
"550","ENSG00000141664"
"551","ENSG00000289131"
"552","ENSG00000197971"
"553","ENSG00000105549"
"554","ENSG00000070404"
"555","ENSG00000099812"
"556","ENSG00000228300"
"557","ENSG00000099860"
"558","ENSG00000175691"
"559","ENSG00000186111"
"560","ENSG00000142002"
"561","ENSG00000105428"
"562","ENSG00000031823"
"563","ENSG00000087903"
"564","ENSG00000125657"
"565","ENSG00000142459"
"566","ENSG00000076984"
"567","ENSG00000099783"
"568","ENSG00000142303"
"569","ENSG00000170929"
"570","ENSG00000196110"
"571","ENSG00000127452"
"572","ENSG00000264266"
"573","ENSG00000267534"
"574","ENSG00000129353"
"575","ENSG00000267100"
"576","ENSG00000284553"
"577","ENSG00000130176"
"578","ENSG00000197857"
"579","ENSG00000132003"
"580","ENSG00000284387"
"581","ENSG00000105085"
"582","ENSG00000284797"
"583","ENSG00000130518"
"584","ENSG00000197124"
"585","ENSG00000105750"
"586","ENSG00000118620"
"587","ENSG00000196705"
"588","ENSG00000198597"
"589","ENSG00000089327"
"590","ENSG00000167642"
"591","ENSG00000130402"
"592","ENSG00000090006"
"593","ENSG00000142046"
"594","ENSG00000170848"
"595","ENSG00000204941"
"596","ENSG00000105771"
"597","ENSG00000230666"
"598","ENSG00000012061"
"599","ENSG00000204869"
"600","ENSG00000188624"
"601","ENSG00000124440"
"602","ENSG00000090372"
"603","ENSG00000105321"
"604","ENSG00000142235"
"605","ENSG00000105550"
"606","ENSG00000104804"
"607","ENSG00000187474"
"608","ENSG00000197497"
"609","ENSG00000126583"
"610","ENSG00000170892"
"611","ENSG00000198300"
"612","ENSG00000171649"
"613","ENSG00000204514"
"614","ENSG00000035115"
"615","ENSG00000130508"
"616","ENSG00000176887"
"617","ENSG00000151692"
"618","ENSG00000226506"
"619","ENSG00000115761"
"620","ENSG00000264370"
"621","ENSG00000115884"
"622","ENSG00000143878"
"623","ENSG00000236436"
"624","ENSG00000119771"
"625","ENSG00000176732"
"626","ENSG00000138074"
"627","ENSG00000189350"
"628","ENSG00000158125"
"629","ENSG00000049323"
"630","ENSG00000150938"
"631","ENSG00000138061"
"632","ENSG00000138050"
"633","ENSG00000227028"
"634","ENSG00000183023"
"635","ENSG00000162882"
"636","ENSG00000231826"
"637","ENSG00000171132"
"638","ENSG00000222005"
"639","ENSG00000143933"
"640","ENSG00000170820"
"641","ENSG00000233251"
"642","ENSG00000115504"
"643","ENSG00000266649"
"644","ENSG00000035141"
"645","ENSG00000135636"
"646","ENSG00000188687"
"647","ENSG00000066032"
"648","ENSG00000168874"
"649","ENSG00000235480"
"650","ENSG00000144218"
"651","ENSG00000232084"
"652","ENSG00000204634"
"653","ENSG00000115594"
"654","ENSG00000180251"
"655","ENSG00000265965"
"656","ENSG00000080293"
"657","ENSG00000155052"
"658","ENSG00000169994"
"659","ENSG00000284479"
"660","ENSG00000150540"
"661","ENSG00000168280"
"662","ENSG00000150556"
"663","ENSG00000115963"
"664","ENSG00000224048"
"665","ENSG00000177917"
"666","ENSG00000136542"
"667","ENSG00000123636"
"668","ENSG00000153246"
"669","ENSG00000178662"
"670","ENSG00000123600"
"671","ENSG00000115827"
"672","ENSG00000260868"
"673","ENSG00000128656"
"674","ENSG00000144320"
"675","ENSG00000128655"
"676","ENSG00000223960"
"677","ENSG00000163492"
"678","ENSG00000144331"
"679","ENSG00000144366"
"680","ENSG00000168542"
"681","ENSG00000138386"
"682","ENSG00000115419"
"683","ENSG00000138378"
"684","ENSG00000144339"
"685","ENSG00000065413"
"686","ENSG00000162972"
"687","ENSG00000196141"
"688","ENSG00000138395"
"689","ENSG00000116117"
"690","ENSG00000144401"
"691","ENSG00000234308"
"692","ENSG00000030419"
"693","ENSG00000144451"
"694","ENSG00000138363"
"695","ENSG00000115414"
"696","ENSG00000235770"
"697","ENSG00000115425"
"698","ENSG00000115457"
"699","ENSG00000079308"
"700","ENSG00000223923"
"701","ENSG00000124003"
"702","ENSG00000123983"
"703","ENSG00000152049"
"704","ENSG00000144468"
"705","ENSG00000232023"
"706","ENSG00000153823"
"707","ENSG00000187957"
"708","ENSG00000226125"
"709","ENSG00000173692"
"710","ENSG00000072080"
"711","ENSG00000231682"
"712","ENSG00000157985"
"713","ENSG00000124835"
"714","ENSG00000065802"
"715","ENSG00000233608"
"716","ENSG00000227744"
"717","ENSG00000130294"
"718","ENSG00000088833"
"719","ENSG00000275491"
"720","ENSG00000182621"
"721","ENSG00000228422"
"722","ENSG00000179447"
"723","ENSG00000170367"
"724","ENSG00000125968"
"725","ENSG00000264395"
"726","ENSG00000101460"
"727","ENSG00000088298"
"728","ENSG00000149596"
"729","ENSG00000196562"
"730","ENSG00000124212"
"731","ENSG00000234693"
"732","ENSG00000054793"
"733","ENSG00000227964"
"734","ENSG00000234948"
"735","ENSG00000171940"
"736","ENSG00000019186"
"737","ENSG00000087510"
"738","ENSG00000215386"
"739","ENSG00000142192"
"740","ENSG00000226935"
"741","ENSG00000156265"
"742","ENSG00000156284"
"743","ENSG00000237594"
"744","ENSG00000159216"
"745","ENSG00000159261"
"746","ENSG00000157542"
"747","ENSG00000157551"
"748","ENSG00000157554"
"749","ENSG00000183036"
"750","ENSG00000233756"
"751","ENSG00000160209"
"752","ENSG00000160218"
"753","ENSG00000235374"
"754","ENSG00000183570"
"755","ENSG00000142173"
"756","ENSG00000160310"
"757","ENSG00000070371"
"758","ENSG00000099904"
"759","ENSG00000241973"
"760","ENSG00000099956"
"761","ENSG00000099994"
"762","ENSG00000258555"
"763","ENSG00000233521"
"764","ENSG00000287034"
"765","ENSG00000169184"
"766","ENSG00000283225"
"767","ENSG00000100154"
"768","ENSG00000225676"
"769","ENSG00000182541"
"770","ENSG00000100297"
"771","ENSG00000100345"
"772","ENSG00000100348"
"773","ENSG00000100365"
"774","ENSG00000100368"
"775","ENSG00000215403"
"776","ENSG00000229891"
"777","ENSG00000242247"
"778","ENSG00000100266"
"779","ENSG00000230319"
"780","ENSG00000138944"
"781","ENSG00000128408"
"782","ENSG00000075275"
"783","ENSG00000170364"
"784","ENSG00000265180"
"785","ENSG00000180914"
"786","ENSG00000196639"
"787","ENSG00000144560"
"788","ENSG00000132170"
"789","ENSG00000131389"
"790","ENSG00000182568"
"791","ENSG00000077097"
"792","ENSG00000163491"
"793","ENSG00000033867"
"794","ENSG00000144642"
"795","ENSG00000163513"
"796","ENSG00000144681"
"797","ENSG00000168038"
"798","ENSG00000011198"
"799","ENSG00000281456"
"800","ENSG00000144791"
"801","ENSG00000163820"
"802","ENSG00000164048"
"803","ENSG00000173421"
"804","ENSG00000114854"
"805","ENSG00000114251"
"806","ENSG00000188817"
"807","ENSG00000144749"
"808","ENSG00000114861"
"809","ENSG00000241163"
"810","ENSG00000172986"
"811","ENSG00000264897"
"812","ENSG00000144802"
"813","ENSG00000240423"
"814","ENSG00000186265"
"815","ENSG00000242290"
"816","ENSG00000185565"
"817","ENSG00000175697"
"818","ENSG00000065518"
"819","ENSG00000243593"
"820","ENSG00000065371"
"821","ENSG00000171084"
"822","ENSG00000159685"
"823","ENSG00000074416"
"824","ENSG00000004399"
"825","ENSG00000114670"
"826","ENSG00000196353"
"827","ENSG00000274810"
"828","ENSG00000170819"
"829","ENSG00000163864"
"830","ENSG00000152977"
"831","ENSG00000169903"
"832","ENSG00000018408"
"833","ENSG00000243953"
"834","ENSG00000196549"
"835","ENSG00000240875"
"836","ENSG00000118855"
"837","ENSG00000241369"
"838","ENSG00000173905"
"839","ENSG00000285051"
"840","ENSG00000075420"
"841","ENSG00000121858"
"842","ENSG00000264974"
"843","ENSG00000283333"
"844","ENSG00000172667"
"845","ENSG00000172578"
"846","ENSG00000242522"
"847","ENSG00000114796"
"848","ENSG00000161202"
"849","ENSG00000114867"
"850","ENSG00000177383"
"851","ENSG00000136514"
"852","ENSG00000196083"
"853","ENSG00000228271"
"854","ENSG00000237222"
"855","ENSG00000224652"
"856","ENSG00000127418"
"857","ENSG00000250632"
"858","ENSG00000168826"
"859","ENSG00000247708"
"860","ENSG00000273396"
"861","ENSG00000173040"
"862","ENSG00000266690"
"863","ENSG00000109625"
"864","ENSG00000071127"
"865","ENSG00000178163"
"866","ENSG00000157869"
"867","ENSG00000137449"
"868","ENSG00000249252"
"869","ENSG00000185774"
"870","ENSG00000109819"
"871","ENSG00000065882"
"872","ENSG00000251173"
"873","ENSG00000064042"
"874","ENSG00000145246"
"875","ENSG00000250930"
"876","ENSG00000221563"
"877","ENSG00000081051"
"878","ENSG00000138639"
"879","ENSG00000152591"
"880","ENSG00000109323"
"881","ENSG00000164023"
"882","ENSG00000232021"
"883","ENSG00000215961"
"884","ENSG00000180801"
"885","ENSG00000276725"
"886","ENSG00000172403"
"887","ENSG00000249464"
"888","ENSG00000077684"
"889","ENSG00000254535"
"890","ENSG00000248307"
"891","ENSG00000248810"
"892","ENSG00000151615"
"893","ENSG00000248210"
"894","ENSG00000198589"
"895","ENSG00000059691"
"896","ENSG00000249818"
"897","ENSG00000251249"
"898","ENSG00000245954"
"899","ENSG00000109654"
"900","ENSG00000171564"
"901","ENSG00000168843"
"902","ENSG00000249419"
"903","ENSG00000145439"
"904","ENSG00000154447"
"905","ENSG00000248319"
"906","ENSG00000164117"
"907","ENSG00000251336"
"908","ENSG00000218336"
"909","ENSG00000109762"
"910","ENSG00000179059"
"911","ENSG00000063438"
"912","ENSG00000215246"
"913","ENSG00000145536"
"914","ENSG00000250490"
"915","ENSG00000266415"
"916","ENSG00000164237"
"917","ENSG00000277073"
"918","ENSG00000154122"
"919","ENSG00000286441"
"920","ENSG00000248908"
"921","ENSG00000113387"
"922","ENSG00000113389"
"923","ENSG00000248279"
"924","ENSG00000168685"
"925","ENSG00000079215"
"926","ENSG00000248572"
"927","ENSG00000082074"
"928","ENSG00000287597"
"929","ENSG00000182836"
"930","ENSG00000112992"
"931","ENSG00000016082"
"932","ENSG00000039123"
"933","ENSG00000067113"
"934","ENSG00000164512"
"935","ENSG00000062194"
"936","ENSG00000249436"
"937","ENSG00000113448"
"938","ENSG00000049192"
"939","ENSG00000134061"
"940","ENSG00000178175"
"941","ENSG00000248371"
"942","ENSG00000176928"
"943","ENSG00000113231"
"944","ENSG00000145685"
"945","ENSG00000113273"
"946","ENSG00000152413"
"947","ENSG00000113441"
"948","ENSG00000248901"
"949","ENSG00000251027"
"950","ENSG00000186952"
"951","ENSG00000221436"
"952","ENSG00000164211"
"953","ENSG00000134982"
"954","ENSG00000080709"
"955","ENSG00000064692"
"956","ENSG00000251538"
"957","ENSG00000168916"
"958","ENSG00000260192"
"959","ENSG00000138829"
"960","ENSG00000158987"
"961","ENSG00000263597"
"962","ENSG00000120705"
"963","ENSG00000044115"
"964","ENSG00000183775"
"965","ENSG00000186314"
"966","ENSG00000169247"
"967","ENSG00000173210"
"968","ENSG00000127743"
"969","ENSG00000070614"
"970","ENSG00000145901"
"971","ENSG00000123643"
"972","ENSG00000177556"
"973","ENSG00000251183"
"974","ENSG00000164574"
"975","ENSG00000170624"
"976","ENSG00000055163"
"977","ENSG00000113282"
"978","ENSG00000145934"
"979","ENSG00000134516"
"980","ENSG00000113742"
"981","ENSG00000164466"
"982","ENSG00000113758"
"983","ENSG00000285891"
"984","ENSG00000250420"
"985","ENSG00000087116"
"986","ENSG00000161010"
"987","ENSG00000286785"
"988","ENSG00000137273"
"989","ENSG00000275859"
"990","ENSG00000112699"
"991","ENSG00000250903"
"992","ENSG00000214113"
"993","ENSG00000285278"
"994","ENSG00000111859"
"995","ENSG00000145990"
"996","ENSG00000226673"
"997","ENSG00000008083"
"998","ENSG00000137198"
"999","ENSG00000112186"
"1000","ENSG00000137177"
"1001","ENSG00000124795"
"1002","ENSG00000146049"
"1003","ENSG00000204568"
"1004","ENSG00000261272"
"1005","ENSG00000168477"
"1006","ENSG00000096433"
"1007","ENSG00000112033"
"1008","ENSG00000189325"
"1009","ENSG00000226533"
"1010","ENSG00000266494"
"1011","ENSG00000124574"
"1012","ENSG00000237686"
"1013","ENSG00000069122"
"1014","ENSG00000153292"
"1015","ENSG00000244694"
"1016","ENSG00000244067"
"1017","ENSG00000243955"
"1018","ENSG00000137269"
"1019","ENSG00000236740"
"1020","ENSG00000151914"
"1021","ENSG00000156535"
"1022","ENSG00000263533"
"1023","ENSG00000118420"
"1024","ENSG00000065615"
"1025","ENSG00000135318"
"1026","ENSG00000112182"
"1027","ENSG00000112246"
"1028","ENSG00000164418"
"1029","ENSG00000118689"
"1030","ENSG00000010810"
"1031","ENSG00000112769"
"1032","ENSG00000277443"
"1033","ENSG00000228624"
"1034","ENSG00000164465"
"1035","ENSG00000111885"
"1036","ENSG00000172594"
"1037","ENSG00000066651"
"1038","ENSG00000227954"
"1039","ENSG00000231426"
"1040","ENSG00000236366"
"1041","ENSG00000010818"
"1042","ENSG00000146416"
"1043","ENSG00000189007"
"1044","ENSG00000111961"
"1045","ENSG00000120278"
"1046","ENSG00000120254"
"1047","ENSG00000091831"
"1048","ENSG00000221456"
"1049","ENSG00000130340"
"1050","ENSG00000130338"
"1051","ENSG00000243775"
"1052","ENSG00000164694"
"1053","ENSG00000112096"
"1054","ENSG00000185345"
"1055","ENSG00000232082"
"1056","ENSG00000153303"
"1057","ENSG00000105963"
"1058","ENSG00000265089"
"1059","ENSG00000106266"
"1060","ENSG00000136213"
"1061","ENSG00000174945"
"1062","ENSG00000157927"
"1063","ENSG00000075624"
"1064","ENSG00000146574"
"1065","ENSG00000006747"
"1066","ENSG00000122644"
"1067","ENSG00000106546"
"1068","ENSG00000071189"
"1069","ENSG00000105889"
"1070","ENSG00000050344"
