"","x"
"345","ENSG00000285390"
"346","ENSG00000130772"
"347","ENSG00000284944"
"348","ENSG00000130939"
"349","ENSG00000131236"
"350","ENSG00000131238"
"351","ENSG00000131584"
"352","ENSG00000131591"
"353","ENSG00000131779"
"354","ENSG00000131788"
"355","ENSG00000131791"
"356","ENSG00000132122"
"357","ENSG00000132128"
"358","ENSG00000132485"
"359","ENSG00000132676"
"360","ENSG00000132680"
"361","ENSG00000132688"
"362","ENSG00000132694"
"363","ENSG00000132716"
"364","ENSG00000132718"
"365","ENSG00000132763"
"366","ENSG00000132768"
"367","ENSG00000132773"
"368","ENSG00000132780"
"369","ENSG00000132849"
"370","ENSG00000132879"
"371","ENSG00000132881"
"372","ENSG00000132906"
"373","ENSG00000133056"
"374","ENSG00000133059"
"375","ENSG00000133065"
"376","ENSG00000133216"
"377","ENSG00000133226"
"378","ENSG00000134186"
"379","ENSG00000134198"
"380","ENSG00000134202"
"381","ENSG00000134222"
"382","ENSG00000134243"
"383","ENSG00000134245"
"384","ENSG00000134247"
"385","ENSG00000134248"
"386","ENSG00000134250"
"387","ENSG00000134253"
"388","ENSG00000134255"
"389","ENSG00000134259"
"390","ENSG00000134262"
"391","ENSG00000134369"
"392","ENSG00000134371"
"393","ENSG00000134375"
"394","ENSG00000134644"
"395","ENSG00000134668"
"396","ENSG00000134684"
"397","ENSG00000134686"
"398","ENSG00000134690"
"399","ENSG00000134697"
"400","ENSG00000134698"
"401","ENSG00000134717"
"402","ENSG00000134744"
"403","ENSG00000134748"
"404","ENSG00000135821"
"405","ENSG00000135823"
"406","ENSG00000135828"
"407","ENSG00000135829"
"408","ENSG00000135835"
"409","ENSG00000135837"
"410","ENSG00000135842"
"411","ENSG00000135845"
"412","ENSG00000135862"
"413","ENSG00000135870"
"414","ENSG00000136631"
"415","ENSG00000137936"
"416","ENSG00000137941"
"417","ENSG00000137942"
"418","ENSG00000137944"
"419","ENSG00000137947"
"420","ENSG00000137955"
"421","ENSG00000137962"
"422","ENSG00000137965"
"423","ENSG00000137992"
"424","ENSG00000137996"
"425","ENSG00000142599"
"426","ENSG00000142627"
"427","ENSG00000142632"
"428","ENSG00000142634"
"429","ENSG00000142655"
"430","ENSG00000142657"
"431","ENSG00000142669"
"432","ENSG00000142676"
"433","ENSG00000142686"
"434","ENSG00000142687"
"435","ENSG00000142733"
"436","ENSG00000142751"
"437","ENSG00000142784"
"438","ENSG00000142794"
"439","ENSG00000142798"
"440","ENSG00000142856"
"441","ENSG00000142864"
"442","ENSG00000142867"
"443","ENSG00000142871"
"444","ENSG00000142875"
"445","ENSG00000142892"
"446","ENSG00000142910"
"447","ENSG00000142937"
"448","ENSG00000142945"
"449","ENSG00000142949"
"450","ENSG00000142961"
"451","ENSG00000143013"
"452","ENSG00000143028"
"453","ENSG00000143033"
"454","ENSG00000143067"
"455","ENSG00000143079"
"456","ENSG00000143093"
"457","ENSG00000143106"
"458","ENSG00000143147"
"459","ENSG00000143149"
"460","ENSG00000143153"
"461","ENSG00000143155"
"462","ENSG00000143156"
"463","ENSG00000143157"
"464","ENSG00000143158"
"465","ENSG00000143162"
"466","ENSG00000143164"
"467","ENSG00000143179"
"468","ENSG00000143183"
"469","ENSG00000143190"
"470","ENSG00000143198"
"471","ENSG00000143207"
"472","ENSG00000143222"
"473","ENSG00000143224"
"474","ENSG00000143228"
"475","ENSG00000143252"
"476","ENSG00000143256"
"477","ENSG00000143258"
"478","ENSG00000143294"
"479","ENSG00000143303"
"480","ENSG00000143314"
"481","ENSG00000143315"
"482","ENSG00000143319"
"483","ENSG00000143320"
"484","ENSG00000143321"
"485","ENSG00000143322"
"486","ENSG00000143324"
"487","ENSG00000143337"
"488","ENSG00000143341"
"489","ENSG00000143344"
"490","ENSG00000143355"
"491","ENSG00000143363"
"492","ENSG00000143367"
"493","ENSG00000143368"
"494","ENSG00000143369"
"495","ENSG00000143373"
"496","ENSG00000143374"
"497","ENSG00000143376"
"498","ENSG00000143379"
"499","ENSG00000143382"
"500","ENSG00000143384"
"501","ENSG00000143387"
"502","ENSG00000143390"
"503","ENSG00000143393"
"504","ENSG00000143398"
"505","ENSG00000143401"
"506","ENSG00000143409"
"507","ENSG00000143412"
"508","ENSG00000143416"
"509","ENSG00000143418"
"510","ENSG00000143420"
"511","ENSG00000143436"
"512","ENSG00000143437"
"513","ENSG00000143442"
"514","ENSG00000143443"
"515","ENSG00000143457"
"516","ENSG00000143458"
"517","ENSG00000143469"
"518","ENSG00000143473"
"519","ENSG00000143479"
"520","ENSG00000143486"
"521","ENSG00000143515"
"522","ENSG00000143537"
"523","ENSG00000143543"
"524","ENSG00000143545"
"525","ENSG00000143549"
"526","ENSG00000143553"
"527","ENSG00000143554"
"528","ENSG00000263163"
"529","ENSG00000143569"
"530","ENSG00000143575"
"531","ENSG00000143578"
"532","ENSG00000143612"
"533","ENSG00000143614"
"534","ENSG00000261992"
"535","ENSG00000143621"
"536","ENSG00000143622"
"537","ENSG00000143624"
"538","ENSG00000262826"
"539","ENSG00000143842"
"540","ENSG00000143845"
"541","ENSG00000143850"
"542","ENSG00000143862"
"543","ENSG00000146463"
"544","ENSG00000151414"
"545","ENSG00000152061"
"546","ENSG00000152332"
"547","ENSG00000152382"
"548","ENSG00000153029"
"549","ENSG00000153898"
"550","ENSG00000153904"
"551","ENSG00000153936"
"552","ENSG00000154027"
"553","ENSG00000154222"
"554","ENSG00000154511"
"555","ENSG00000155363"
"556","ENSG00000155366"
"557","ENSG00000155380"
"558","ENSG00000281917"
"559","ENSG00000156150"
"560","ENSG00000156171"
"561","ENSG00000156875"
"562","ENSG00000156876"
"563","ENSG00000157064"
"564","ENSG00000157077"
"565","ENSG00000157181"
"566","ENSG00000157191"
"567","ENSG00000157216"
"568","ENSG00000157870"
"569","ENSG00000275125"
"570","ENSG00000157873"
"571","ENSG00000273936"
"572","ENSG00000157881"
"573","ENSG00000273494"
"574","ENSG00000157911"
"575","ENSG00000157916"
"576","ENSG00000157933"
"577","ENSG00000157978"
"578","ENSG00000158006"
"579","ENSG00000158008"
"580","ENSG00000158062"
"581","ENSG00000158109"
"582","ENSG00000158156"
"583","ENSG00000158161"
"584","ENSG00000158195"
"585","ENSG00000158246"
"586","ENSG00000158286"
"587","ENSG00000158292"
"588","ENSG00000158615"
"589","ENSG00000158710"
"590","ENSG00000158711"
"591","ENSG00000158716"
"592","ENSG00000158747"
"593","ENSG00000158773"
"594","ENSG00000158793"
"595","ENSG00000158796"
"596","ENSG00000158825"
"597","ENSG00000158828"
"598","ENSG00000158850"
"599","ENSG00000158864"
"600","ENSG00000158882"
"601","ENSG00000158966"
"602","ENSG00000159023"
"603","ENSG00000159164"
"604","ENSG00000159176"
"605","ENSG00000159208"
"606","ENSG00000159346"
"607","ENSG00000159348"
"608","ENSG00000159352"
"609","ENSG00000159363"
"610","ENSG00000159377"
"611","ENSG00000159388"
"612","ENSG00000159423"
"613","ENSG00000159445"
"614","ENSG00000159479"
"615","ENSG00000159592"
"616","ENSG00000159596"
"617","ENSG00000159658"
"618","ENSG00000160049"
"619","ENSG00000160050"
"620","ENSG00000160055"
"621","ENSG00000160058"
"622","ENSG00000160062"
"623","ENSG00000160072"
"624","ENSG00000160075"
"625","ENSG00000160087"
"626","ENSG00000160094"
"627","ENSG00000160679"
"628","ENSG00000160685"
"629","ENSG00000160688"
"630","ENSG00000160691"
"631","ENSG00000160710"
"632","ENSG00000160712"
"633","ENSG00000160714"
"634","ENSG00000160741"
"635","ENSG00000160752"
"636","ENSG00000160753"
"637","ENSG00000160767"
"638","ENSG00000262666"
"639","ENSG00000160783"
"640","ENSG00000160785"
"641","ENSG00000160789"
"642","ENSG00000160803"
"643","ENSG00000160818"
"644","ENSG00000162368"
"645","ENSG00000162377"
"646","ENSG00000162378"
"647","ENSG00000162384"
"648","ENSG00000162385"
"649","ENSG00000162396"
"650","ENSG00000162402"
"651","ENSG00000162407"
"652","ENSG00000162408"
"653","ENSG00000162413"
"654","ENSG00000162419"
"655","ENSG00000162430"
"656","ENSG00000162434"
"657","ENSG00000162437"
"658","ENSG00000162441"
"659","ENSG00000162458"
"660","ENSG00000162493"
"661","ENSG00000162496"
"662","ENSG00000162512"
"663","ENSG00000162517"
"664","ENSG00000162520"
"665","ENSG00000162521"
"666","ENSG00000162522"
"667","ENSG00000162542"
"668","ENSG00000162545"
"669","ENSG00000162551"
"670","ENSG00000162572"
"671","ENSG00000162576"
"672","ENSG00000162585"
"673","ENSG00000162591"
"674","ENSG00000162600"
"675","ENSG00000162601"
"676","ENSG00000162604"
"677","ENSG00000162607"
"678","ENSG00000162613"
"679","ENSG00000162614"
"680","ENSG00000162616"
"681","ENSG00000162618"
"682","ENSG00000162623"
"683","ENSG00000162627"
"684","ENSG00000162630"
"685","ENSG00000162636"
"686","ENSG00000162639"
"687","ENSG00000162642"
"688","ENSG00000162643"
"689","ENSG00000162645"
"690","ENSG00000162650"
"691","ENSG00000162664"
"692","ENSG00000162688"
"693","ENSG00000162694"
"694","ENSG00000162695"
"695","ENSG00000162702"
"696","ENSG00000162704"
"697","ENSG00000162729"
"698","ENSG00000162733"
"699","ENSG00000162734"
"700","ENSG00000162735"
"701","ENSG00000162736"
"702","ENSG00000162745"
"703","ENSG00000162775"
"704","ENSG00000162777"
"705","ENSG00000162783"
"706","ENSG00000162889"
"707","ENSG00000163125"
"708","ENSG00000163155"
"709","ENSG00000163156"
"710","ENSG00000163159"
"711","ENSG00000163191"
"712","ENSG00000163344"
"713","ENSG00000163346"
"714","ENSG00000163348"
"715","ENSG00000163349"
"716","ENSG00000163374"
"717","ENSG00000163382"
"718","ENSG00000163393"
"719","ENSG00000163399"
"720","ENSG00000163431"
"721","ENSG00000163444"
"722","ENSG00000163462"
"723","ENSG00000163468"
"724","ENSG00000163472"
"725","ENSG00000163479"
"726","ENSG00000163485"
"727","ENSG00000163531"
"728","ENSG00000163545"
"729","ENSG00000163565"
"730","ENSG00000163866"
"731","ENSG00000163867"
"732","ENSG00000163874"
"733","ENSG00000163875"
"734","ENSG00000163877"
"735","ENSG00000164002"
"736","ENSG00000164010"
"737","ENSG00000164011"
"738","ENSG00000168528"
"739","ENSG00000168653"
"740","ENSG00000168679"
"741","ENSG00000168710"
"742","ENSG00000168765"
"743","ENSG00000169213"
"744","ENSG00000169231"
"745","ENSG00000169241"
"746","ENSG00000169504"
"747","ENSG00000169598"
"748","ENSG00000169641"
"749","ENSG00000169905"
"750","ENSG00000169914"
"751","ENSG00000169972"
"752","ENSG00000169991"
"753","ENSG00000170385"
"754","ENSG00000170498"
"755","ENSG00000170989"
"756","ENSG00000171385"
"757","ENSG00000171492"
"758","ENSG00000171603"
"759","ENSG00000171608"
"760","ENSG00000171612"
"761","ENSG00000171621"
"762","ENSG00000171680"
"763","ENSG00000171729"
"764","ENSG00000171735"
"765","ENSG00000171793"
"766","ENSG00000171806"
"767","ENSG00000171812"
"768","ENSG00000171824"
"769","ENSG00000171943"
"770","ENSG00000171960"
"771","ENSG00000172260"
"772","ENSG00000172380"
"773","ENSG00000173171"
"774","ENSG00000173207"
"775","ENSG00000173218"
"776","ENSG00000173436"
"777","ENSG00000173614"
"778","ENSG00000173641"
"779","ENSG00000173660"
"780","ENSG00000173846"
"781","ENSG00000174021"
"782","ENSG00000174151"
"783","ENSG00000174307"
"784","ENSG00000174332"
"785","ENSG00000174348"
"786","ENSG00000174574"
"787","ENSG00000174842"
"788","ENSG00000175087"
"789","ENSG00000175130"
"790","ENSG00000175756"
"791","ENSG00000176022"
"792","ENSG00000176261"
"793","ENSG00000176393"
"794","ENSG00000176444"
"795","ENSG00000261893"
"796","ENSG00000177000"
"797","ENSG00000177606"
"798","ENSG00000177628"
"799","ENSG00000262446"
"800","ENSG00000177674"
"801","ENSG00000177868"
"802","ENSG00000177888"
"803","ENSG00000177954"
"804","ENSG00000178028"
"805","ENSG00000178096"
"806","ENSG00000178104"
"807","ENSG00000178585"
"808","ENSG00000179051"
"809","ENSG00000281540"
"810","ENSG00000179085"
"811","ENSG00000179163"
"812","ENSG00000179862"
"813","ENSG00000180098"
"814","ENSG00000180198"
"815","ENSG00000180488"
"816","ENSG00000180667"
"817","ENSG00000180758"
"818","ENSG00000181754"
"819","ENSG00000181817"
"820","ENSG00000182004"
"821","ENSG00000182749"
"822","ENSG00000183155"
"823","ENSG00000183291"
"824","ENSG00000183386"
"825","ENSG00000183431"
"826","ENSG00000183508"
"827","ENSG00000183520"
"828","ENSG00000183615"
"829","ENSG00000183726"
"830","ENSG00000183853"
"831","ENSG00000183856"
"832","ENSG00000184007"
"833","ENSG00000184292"
"834","ENSG00000184371"
"835","ENSG00000184588"
"836","ENSG00000184677"
"837","ENSG00000184678"
"838","ENSG00000185104"
"839","ENSG00000185483"
"840","ENSG00000185499"
"841","ENSG00000185630"
"842","ENSG00000185946"
"843","ENSG00000186141"
"844","ENSG00000186150"
"845","ENSG00000186283"
"846","ENSG00000186364"
"847","ENSG00000186501"
"848","ENSG00000187147"
"849","ENSG00000187583"
"850","ENSG00000187608"
"851","ENSG00000187800"
"852","ENSG00000187801"
"853","ENSG00000187815"
"854","ENSG00000187961"
"855","ENSG00000188015"
"856","ENSG00000188060"
"857","ENSG00000188157"
"858","ENSG00000188290"
"859","ENSG00000188396"
"860","ENSG00000188529"
"861","ENSG00000188641"
"862","ENSG00000188643"
"863","ENSG00000188783"
"864","ENSG00000188786"
"865","ENSG00000188807"
"866","ENSG00000188976"
"867","ENSG00000189171"
"868","ENSG00000189266"
"869","ENSG00000189337"
"870","ENSG00000189339"
"871","ENSG00000189410"
"872","ENSG00000196154"
"873","ENSG00000196182"
"874","ENSG00000196352"
"875","ENSG00000196369"
"876","ENSG00000196449"
"877","ENSG00000196505"
"878","ENSG00000196517"
"879","ENSG00000196878"
"880","ENSG00000197056"
"881","ENSG00000197106"
"882","ENSG00000197312"
"883","ENSG00000197323"
"884","ENSG00000197429"
"885","ENSG00000197530"
"886","ENSG00000197622"
"887","ENSG00000197747"
"888","ENSG00000197780"
"889","ENSG00000197785"
"890","ENSG00000197852"
"891","ENSG00000197956"
"892","ENSG00000197965"
"893","ENSG00000197982"
"894","ENSG00000198160"
"895","ENSG00000198162"
"896","ENSG00000198198"
"897","ENSG00000198483"
"898","ENSG00000198492"
"899","ENSG00000198625"
"900","ENSG00000198700"
"901","ENSG00000198715"
"902","ENSG00000198746"
"903","ENSG00000198793"
"904","ENSG00000198799"
"905","ENSG00000198815"
"906","ENSG00000198830"
"907","ENSG00000198837"
"908","ENSG00000198841"
"909","ENSG00000198860"
"910","ENSG00000198890"
"911","ENSG00000198892"
"912","ENSG00000198912"
"913","ENSG00000198952"
"914","ENSG00000203724"
"915","ENSG00000204084"
"916","ENSG00000204138"
"917","ENSG00000204160"
"918","ENSG00000204178"
"919","ENSG00000204219"
"920","ENSG00000282941"
"921","ENSG00000204859"
"922","ENSG00000205090"
"923","ENSG00000213047"
"924","ENSG00000213064"
"925","ENSG00000213190"
"926","ENSG00000213281"
"927","ENSG00000213366"
"928","ENSG00000213516"
"929","ENSG00000213625"
"930","ENSG00000214114"
"931","ENSG00000214193"
"932","ENSG00000215717"
"933","ENSG00000215788"
"934","ENSG00000219481"
"935","ENSG00000221978"
"936","ENSG00000222009"
"937","ENSG00000224051"
"938","ENSG00000228594"
"939","ENSG00000230124"
"940","ENSG00000235750"
"941","ENSG00000242485"
"942","ENSG00000243364"
"943","ENSG00000244038"
"944","ENSG00000248333"
"945","ENSG00000253304"
"946","ENSG00000253368"
"947","ENSG00000254685"
"948","ENSG00000263528"
"949","ENSG00000263956"
"950","ENSG00000264522"
"951","ENSG00000265107"
"952","ENSG00000265241"
"953","ENSG00000265491"
"954","ENSG00000265808"
"955","ENSG00000265972"
"956","ENSG00000266028"
"957","ENSG00000266338"
"958","ENSG00000266472"
"959","ENSG00000268043"
"960","ENSG00000269713"
"961","ENSG00000270231"
"962","ENSG00000270629"
"963","ENSG00000271601"
"964","ENSG00000272031"
"965","ENSG00000273136"
"966","ENSG00000273213"
"967","ENSG00000276600"
"968","ENSG00000003393"
"969","ENSG00000003402"
"970","ENSG00000003436"
"971","ENSG00000003509"
"972","ENSG00000005436"
"973","ENSG00000005448"
"974","ENSG00000008869"
"975","ENSG00000010072"
"976","ENSG00000011523"
"977","ENSG00000011566"
"978","ENSG00000013016"
"979","ENSG00000013441"
"980","ENSG00000014641"
"981","ENSG00000018510"
"982","ENSG00000018699"
"983","ENSG00000021574"
"984","ENSG00000021826"
"985","ENSG00000023228"
"986","ENSG00000283447"
"987","ENSG00000028116"
"988","ENSG00000032389"
"989","ENSG00000034510"
"990","ENSG00000035115"
"991","ENSG00000035141"
"992","ENSG00000035687"
"993","ENSG00000036257"
"994","ENSG00000040933"
"995","ENSG00000042445"
"996","ENSG00000042493"
"997","ENSG00000048991"
"998","ENSG00000049323"
"999","ENSG00000054267"
"1000","ENSG00000054277"
"1001","ENSG00000203668"
"1002","ENSG00000054282"
"1003","ENSG00000276111"
"1004","ENSG00000054356"
"1005","ENSG00000055044"
"1006","ENSG00000055332"
"1007","ENSG00000055917"
"1008","ENSG00000057935"
"1009","ENSG00000059588"
"1010","ENSG00000059728"
"1011","ENSG00000061676"
"1012","ENSG00000064012"
"1013","ENSG00000064933"
"1014","ENSG00000065548"
"1015","ENSG00000065600"
"1016","ENSG00000065911"
"1017","ENSG00000066027"
"1018","ENSG00000067533"
"1019","ENSG00000067704"
"1020","ENSG00000068654"
"1021","ENSG00000068697"
"1022","ENSG00000068724"
"1023","ENSG00000068784"
"1024","ENSG00000068878"
"1025","ENSG00000068912"
"1026","ENSG00000069248"
"1027","ENSG00000071051"
"1028","ENSG00000071054"
"1029","ENSG00000071082"
"1030","ENSG00000071575"
"1031","ENSG00000071967"
"1032","ENSG00000072135"
"1033","ENSG00000072163"
"1034","ENSG00000072195"
"1035","ENSG00000074047"
"1036","ENSG00000074054"
"1037","ENSG00000074582"
"1038","ENSG00000075292"
"1039","ENSG00000075426"
"1040","ENSG00000075568"
"1041","ENSG00000076003"
"1042","ENSG00000077232"
"1043","ENSG00000077380"
"1044","ENSG00000077585"
"1045","ENSG00000078098"
"1046","ENSG00000079150"
"1047","ENSG00000079156"
"1048","ENSG00000079246"
"1049","ENSG00000079308"
"1050","ENSG00000079785"
"1051","ENSG00000080345"
"1052","ENSG00000081320"
"1053","ENSG00000082146"
"1054","ENSG00000082153"
"1055","ENSG00000082258"
"1056","ENSG00000082438"
"1057","ENSG00000082482"
"1058","ENSG00000082898"
"1059","ENSG00000084090"
"1060","ENSG00000084676"
"1061","ENSG00000084693"
"1062","ENSG00000084731"
"1063","ENSG00000084733"
"1064","ENSG00000084754"
"1065","ENSG00000084764"
"1066","ENSG00000084774"
"1067","ENSG00000085449"
"1068","ENSG00000085760"
"1069","ENSG00000086619"
"1070","ENSG00000087338"
