"","x"
"239","ENSG00000049759"
"240","ENSG00000128606"
"241","ENSG00000135643"
"242","ENSG00000138356"
"243","ENSG00000126950"
"244","ENSG00000151640"
"245","ENSG00000106484"
"246","ENSG00000162433"
"247","ENSG00000078725"
"248","ENSG00000079931"
"249","ENSG00000198478"
"250","ENSG00000286190"
"251","ENSG00000076716"
"252","ENSG00000115457"
"253","ENSG00000179163"
"254","ENSG00000105767"
"255","ENSG00000110328"
"256","ENSG00000136040"
"257","ENSG00000005471"
"258","ENSG00000143387"
"259","ENSG00000170558"
"260","ENSG00000086289"
"261","ENSG00000198910"
"262","ENSG00000137975"
"263","ENSG00000148677"
"264","ENSG00000185432"
"265","ENSG00000261115"
"266","ENSG00000134508"
"267","ENSG00000119946"
"268","ENSG00000203727"
"269","ENSG00000105499"
"270","ENSG00000132465"
"271","ENSG00000118971"
"272","ENSG00000224945"
"273","ENSG00000113578"
"274","ENSG00000254418"
"275","ENSG00000154917"
"276","ENSG00000105664"
"277","ENSG00000154721"
"278","ENSG00000163815"
"279","ENSG00000116678"
"280","ENSG00000129048"
"281","ENSG00000173918"
"282","ENSG00000112796"
"283","ENSG00000165244"
"284","ENSG00000085662"
"285","ENSG00000143847"
"286","ENSG00000185960"
"287","ENSG00000180332"
"288","ENSG00000268062"
"289","ENSG00000124882"
"290","ENSG00000143867"
"291","ENSG00000182010"
"292","ENSG00000221890"
"293","ENSG00000106537"
"294","ENSG00000161544"
"295","ENSG00000164850"
"296","ENSG00000138669"
"297","ENSG00000184292"
"298","ENSG00000150594"
"299","ENSG00000156265"
"300","ENSG00000249992"
"301","ENSG00000240694"
"302","ENSG00000168477"
"303","ENSG00000087258"
"304","ENSG00000109610"
"305","ENSG00000116661"
"306","ENSG00000146966"
"307","ENSG00000102802"
"308","ENSG00000104368"
"309","ENSG00000167772"
"310","ENSG00000197415"
"311","ENSG00000134247"
"312","ENSG00000128268"
"313","ENSG00000286811"
"314","ENSG00000092969"
"315","ENSG00000263301"
"316","ENSG00000105246"
"317","ENSG00000106565"
"318","ENSG00000115461"
"319","ENSG00000120875"
"320","ENSG00000125730"
"321","ENSG00000159200"
"322","ENSG00000034053"
"323","ENSG00000002933"
"324","ENSG00000113231"
"325","ENSG00000176771"
"326","ENSG00000159212"
"327","ENSG00000244694"
"328","ENSG00000145824"
"329","ENSG00000123095"
"330","ENSG00000170498"
"331","ENSG00000159167"
"332","ENSG00000148082"
"333","ENSG00000117152"
"334","ENSG00000108688"
"335","ENSG00000189058"
"336","ENSG00000145681"
"337","ENSG00000163347"
"338","ENSG00000146072"
"339","ENSG00000175899"
"340","ENSG00000107295"
"341","ENSG00000129946"
"342","ENSG00000173376"
"343","ENSG00000104722"
"344","ENSG00000131738"
"345","ENSG00000104213"
"346","ENSG00000148798"
"347","ENSG00000187134"
"348","ENSG00000174697"
"349","ENSG00000118785"
"350","ENSG00000136842"
"351","ENSG00000116141"
"352","ENSG00000172156"
"353","ENSG00000003137"
"354","ENSG00000196611"
"355","ENSG00000135218"
"356","ENSG00000111341"
"357","ENSG00000132639"
"358","ENSG00000169507"
"359","ENSG00000149968"
"360","ENSG00000171509"
"361","ENSG00000123496"
"362","ENSG00000223318"
"363","ENSG00000241644"
"364","ENSG00000067715"
"365","ENSG00000170962"
"366","ENSG00000116711"
"367","ENSG00000143196"
"368","ENSG00000158258"
"369","ENSG00000109472"
"370","ENSG00000156049"
"371","ENSG00000106483"
"372","ENSG00000187173"
"373","ENSG00000240386"
"374","ENSG00000167972"
"375","ENSG00000232187"
"376","ENSG00000163346"
"377","ENSG00000161835"
"378","ENSG00000080573"
"379","ENSG00000197746"
"380","ENSG00000100234"
"381","ENSG00000103742"
"382","ENSG00000135862"
"383","ENSG00000106123"
"384","ENSG00000235863"
"385","ENSG00000069431"
"386","ENSG00000165633"
"387","ENSG00000136732"
"388","ENSG00000132837"
"389","ENSG00000150907"
"390","ENSG00000173391"
"391","ENSG00000158373"
"392","ENSG00000134775"
"393","ENSG00000115380"
"394","ENSG00000129465"
"395","ENSG00000136378"
"396","ENSG00000136205"
"397","ENSG00000053747"
"398","ENSG00000178573"
"399","ENSG00000259807"
"400","ENSG00000111670"
"401","ENSG00000144362"
"402","ENSG00000125675"
"403","ENSG00000141401"
"404","ENSG00000087842"
"405","ENSG00000091490"
"406","ENSG00000234975"
"407","ENSG00000225308"
"408","ENSG00000123700"
"409","ENSG00000123999"
"410","ENSG00000139211"
"411","ENSG00000213362"
"412","ENSG00000171533"
"413","ENSG00000135604"
"414","ENSG00000154265"
"415","ENSG00000213996"
"416","ENSG00000188042"
"417","ENSG00000147852"
"418","ENSG00000177694"
"419","ENSG00000074370"
"420","ENSG00000137868"
"421","ENSG00000138650"
"422","ENSG00000100439"
"423","ENSG00000107738"
"424","ENSG00000149212"
"425","ENSG00000163017"
"426","ENSG00000167641"
"427","ENSG00000102996"
"428","ENSG00000182700"
"429","ENSG00000119938"
"430","ENSG00000256043"
"431","ENSG00000114698"
"432","ENSG00000151012"
"433","ENSG00000025423"
"434","ENSG00000230487"
"435","ENSG00000110042"
"436","ENSG00000180155"
"437","ENSG00000072163"
"438","ENSG00000136014"
"439","ENSG00000140044"
"440","ENSG00000197903"
"441","ENSG00000116016"
"442","ENSG00000180573"
"443","ENSG00000188177"
"444","ENSG00000168016"
"445","ENSG00000143382"
"446","ENSG00000172403"
"447","ENSG00000123096"
"448","ENSG00000220517"
"449","ENSG00000136367"
"450","ENSG00000147883"
"451","ENSG00000172824"
"452","ENSG00000163827"
"453","ENSG00000150051"
"454","ENSG00000163328"
"455","ENSG00000104324"
"456","ENSG00000157404"
"457","ENSG00000164236"
"458","ENSG00000119514"
"459","ENSG00000228630"
"460","ENSG00000182568"
"461","ENSG00000125966"
"462","ENSG00000165124"
"463","ENSG00000119227"
"464","ENSG00000154188"
"465","ENSG00000137727"
"466","ENSG00000103485"
"467","ENSG00000120899"
"468","ENSG00000230795"
"469","ENSG00000152661"
"470","ENSG00000130176"
"471","ENSG00000119862"
"472","ENSG00000161249"
"473","ENSG00000106688"
"474","ENSG00000054277"
"475","ENSG00000127241"
"476","ENSG00000185339"
"477","ENSG00000082438"
"478","ENSG00000073910"
"479","ENSG00000276180"
"480","ENSG00000068831"
"481","ENSG00000151892"
"482","ENSG00000229657"
"483","ENSG00000143772"
"484","ENSG00000255353"
"485","ENSG00000132840"
"486","ENSG00000171365"
"487","ENSG00000260916"
"488","ENSG00000255471"
"489","ENSG00000129467"
"490","ENSG00000153246"
"491","ENSG00000136235"
"492","ENSG00000171298"
"493","ENSG00000178038"
"494","ENSG00000260578"
"495","ENSG00000158270"
"496","ENSG00000165804"
"497","ENSG00000159403"
"498","ENSG00000250722"
"499","ENSG00000144230"
"500","ENSG00000180447"
"501","ENSG00000100889"
"502","ENSG00000074527"
"503","ENSG00000130707"
"504","ENSG00000071967"
"505","ENSG00000016391"
"506","ENSG00000102032"
"507","ENSG00000116117"
"508","ENSG00000214688"
"509","ENSG00000162650"
"510","ENSG00000090339"
"511","ENSG00000077942"
"512","ENSG00000176485"
"513","ENSG00000114796"
"514","ENSG00000274561"
"515","ENSG00000099953"
"516","ENSG00000071282"
"517","ENSG00000204642"
"518","ENSG00000182985"
"519","ENSG00000117586"
"520","ENSG00000185532"
"521","ENSG00000064309"
"522","ENSG00000197461"
"523","ENSG00000176928"
"524","ENSG00000165092"
"525","ENSG00000113083"
"526","ENSG00000153291"
"527","ENSG00000138772"
"528","ENSG00000177025"
"529","ENSG00000196549"
"530","ENSG00000185008"
"531","ENSG00000248429"
"532","ENSG00000076344"
"533","ENSG00000138316"
"534","ENSG00000133687"
"535","ENSG00000121039"
"536","ENSG00000119698"
"537","ENSG00000149131"
"538","ENSG00000162630"
"539","ENSG00000180818"
"540","ENSG00000205002"
"541","ENSG00000182022"
"542","ENSG00000186088"
"543","ENSG00000172594"
"544","ENSG00000155465"
"545","ENSG00000250742"
"546","ENSG00000139508"
"547","ENSG00000162591"
"548","ENSG00000144476"
"549","ENSG00000197766"
"550","ENSG00000124635"
"551","ENSG00000120327"
"552","ENSG00000196517"
"553","ENSG00000176857"
"554","ENSG00000274180"
"555","ENSG00000061918"
"556","ENSG00000135069"
"557","ENSG00000118257"
"558","ENSG00000136859"
"559","ENSG00000128510"
"560","ENSG00000175274"
"561","ENSG00000246090"
"562","ENSG00000170624"
"563","ENSG00000242611"
"564","ENSG00000183098"
"565","ENSG00000176971"
"566","ENSG00000087076"
"567","ENSG00000153714"
"568","ENSG00000136048"
"569","ENSG00000196730"
"570","ENSG00000085117"
"571","ENSG00000133321"
"572","ENSG00000242600"
"573","ENSG00000011465"
"574","ENSG00000166922"
"575","ENSG00000182326"
"576","ENSG00000126785"
"577","ENSG00000278383"
"578","ENSG00000128165"
"579","ENSG00000196562"
"580","ENSG00000167642"
"581","ENSG00000115339"
"582","ENSG00000174348"
"583","ENSG00000265107"
"584","ENSG00000111907"
"585","ENSG00000179630"
"586","ENSG00000155511"
"587","ENSG00000232855"
"588","ENSG00000168209"
"589","ENSG00000146674"
"590","ENSG00000250295"
"591","ENSG00000154736"
"592","ENSG00000165072"
"593","ENSG00000165029"
"594","ENSG00000164125"
"595","ENSG00000172348"
"596","ENSG00000205363"
"597","ENSG00000206262"
"598","ENSG00000153707"
"599","ENSG00000176046"
"600","ENSG00000246273"
"601","ENSG00000274370"
"602","ENSG00000107796"
"603","ENSG00000151320"
"604","ENSG00000091129"
"605","ENSG00000159674"
"606","ENSG00000042062"
"607","ENSG00000207523"
"608","ENSG00000261888"
"609","ENSG00000152527"
"610","ENSG00000157766"
"611","ENSG00000121769"
"612","ENSG00000105989"
"613","ENSG00000158555"
"614","ENSG00000106823"
"615","ENSG00000273179"
"616","ENSG00000136928"
"617","ENSG00000197614"
"618","ENSG00000133661"
"619","ENSG00000224259"
"620","ENSG00000141448"
"621","ENSG00000136275"
"622","ENSG00000119699"
"623","ENSG00000162383"
"624","ENSG00000118849"
"625","ENSG00000137573"
"626","ENSG00000204291"
"627","ENSG00000103175"
"628","ENSG00000197635"
"629","ENSG00000152154"
"630","ENSG00000265972"
"631","ENSG00000111452"
"632","ENSG00000162496"
"633","ENSG00000138829"
"634","ENSG00000154864"
"635","ENSG00000137507"
"636","ENSG00000228221"
"637","ENSG00000228561"
"638","ENSG00000120337"
"639","ENSG00000162551"
"640","ENSG00000230918"
"641","ENSG00000124249"
"642","ENSG00000186150"
"643","ENSG00000168955"
"644","ENSG00000150556"
"645","ENSG00000143028"
"646","ENSG00000145244"
"647","ENSG00000106819"
"648","ENSG00000008517"
"649","ENSG00000115468"
"650","ENSG00000258673"
"651","ENSG00000124212"
"652","ENSG00000138821"
"653","ENSG00000196616"
"654","ENSG00000137801"
"655","ENSG00000105223"
"656","ENSG00000173482"
"657","ENSG00000151176"
"658","ENSG00000165246"
"659","ENSG00000099889"
"660","ENSG00000198729"
"661","ENSG00000240849"
"662","ENSG00000113732"
"663","ENSG00000104549"
"664","ENSG00000221963"
"665","ENSG00000253982"
"666","ENSG00000083750"
"667","ENSG00000185215"
"668","ENSG00000113971"
"669","ENSG00000122786"
"670","ENSG00000176720"
"671","ENSG00000116157"
"672","ENSG00000111275"
"673","ENSG00000011028"
"674","ENSG00000119899"
"675","ENSG00000100739"
"676","ENSG00000116815"
"677","ENSG00000259426"
"678","ENSG00000091640"
"679","ENSG00000136603"
"680","ENSG00000054392"
"681","ENSG00000183726"
"682","ENSG00000162772"
"683","ENSG00000107829"
"684","ENSG00000185291"
"685","ENSG00000225648"
"686","ENSG00000092621"
"687","ENSG00000130529"
"688","ENSG00000258634"
"689","ENSG00000129474"
"690","ENSG00000122641"
"691","ENSG00000176845"
"692","ENSG00000167123"
"693","ENSG00000149591"
"694","ENSG00000172915"
"695","ENSG00000166347"
"696","ENSG00000166228"
"697","ENSG00000130304"
"698","ENSG00000130313"
"699","ENSG00000171155"
"700","ENSG00000215440"
"701","ENSG00000227051"
"702","ENSG00000185222"
"703","ENSG00000143416"
"704","ENSG00000055211"
"705","ENSG00000148926"
"706","ENSG00000168300"
"707","ENSG00000161714"
"708","ENSG00000156171"
"709","ENSG00000034713"
"710","ENSG00000171160"
"711","ENSG00000160284"
"712","ENSG00000170955"
"713","ENSG00000152127"
"714","ENSG00000136156"
"715","ENSG00000131171"
"716","ENSG00000180660"
"717","ENSG00000140941"
"718","ENSG00000134824"
"719","ENSG00000101333"
"720","ENSG00000134243"
"721","ENSG00000111666"
"722","ENSG00000138036"
"723","ENSG00000100968"
"724","ENSG00000196937"
"725","ENSG00000160213"
"726","ENSG00000112972"
"727","ENSG00000205542"
"728","ENSG00000108821"
"729","ENSG00000168994"
"730","ENSG00000174684"
"731","ENSG00000119771"
"732","ENSG00000155016"
"733","ENSG00000137449"
"734","ENSG00000185187"
"735","ENSG00000152953"
"736","ENSG00000136244"
"737","ENSG00000223485"
"738","ENSG00000026297"
"739","ENSG00000139112"
"740","ENSG00000162337"
"741","ENSG00000078487"
"742","ENSG00000166387"
"743","ENSG00000030582"
"744","ENSG00000185808"
"745","ENSG00000178026"
"746","ENSG00000166710"
"747","ENSG00000100299"
"748","ENSG00000151748"
"749","ENSG00000153029"
"750","ENSG00000067113"
"751","ENSG00000100284"
"752","ENSG00000011105"
"753","ENSG00000172954"
"754","ENSG00000115084"
"755","ENSG00000070404"
"756","ENSG00000279118"
"757","ENSG00000150764"
"758","ENSG00000127990"
"759","ENSG00000099785"
"760","ENSG00000092607"
"761","ENSG00000162976"
"762","ENSG00000162407"
"763","ENSG00000109846"
"764","ENSG00000135046"
"765","ENSG00000179104"
"766","ENSG00000183828"
"767","ENSG00000117122"
"768","ENSG00000007237"
"769","ENSG00000173511"
"770","ENSG00000060718"
"771","ENSG00000123836"
"772","ENSG00000197776"
"773","ENSG00000109756"
"774","ENSG00000052795"
"775","ENSG00000135211"
"776","ENSG00000118523"
"777","ENSG00000183580"
"778","ENSG00000152894"
"779","ENSG00000166780"
"780","ENSG00000112679"
"781","ENSG00000197380"
"782","ENSG00000113140"
"783","ENSG00000185201"
"784","ENSG00000049246"
"785","ENSG00000160325"
"786","ENSG00000267317"
"787","ENSG00000165868"
"788","ENSG00000173114"
"789","ENSG00000166448"
"790","ENSG00000170634"
"791","ENSG00000063660"
"792","ENSG00000116209"
"793","ENSG00000140931"
"794","ENSG00000158987"
"795","ENSG00000136003"
"796","ENSG00000183401"
"797","ENSG00000198467"
"798","ENSG00000184182"
"799","ENSG00000159733"
"800","ENSG00000143153"
"801","ENSG00000128656"
"802","ENSG00000109929"
"803","ENSG00000132031"
"804","ENSG00000106780"
"805","ENSG00000171451"
"806","ENSG00000167081"
"807","ENSG00000245694"
"808","ENSG00000117280"
"809","ENSG00000150787"
"810","ENSG00000134882"
"811","ENSG00000133112"
"812","ENSG00000166741"
"813","ENSG00000140743"
"814","ENSG00000159714"
"815","ENSG00000214530"
"816","ENSG00000166471"
"817","ENSG00000189043"
"818","ENSG00000126218"
"819","ENSG00000186665"
"820","ENSG00000114251"
"821","ENSG00000082397"
"822","ENSG00000142303"
"823","ENSG00000205413"
"824","ENSG00000006042"
"825","ENSG00000067064"
"826","ENSG00000139318"
"827","ENSG00000013583"
"828","ENSG00000185112"
"829","ENSG00000227081"
"830","ENSG00000115841"
"831","ENSG00000162104"
"832","ENSG00000153179"
"833","ENSG00000175600"
"834","ENSG00000068697"
"835","ENSG00000126524"
"836","ENSG00000230630"
"837","ENSG00000248648"
"838","ENSG00000205090"
"839","ENSG00000213614"
"840","ENSG00000048052"
"841","ENSG00000185499"
"842","ENSG00000178980"
"843","ENSG00000173812"
"844","ENSG00000198816"
"845","ENSG00000163430"
"846","ENSG00000143106"
"847","ENSG00000231789"
"848","ENSG00000177954"
"849","ENSG00000005073"
"850","ENSG00000234745"
"851","ENSG00000112406"
"852","ENSG00000235501"
"853","ENSG00000136542"
"854","ENSG00000142089"
"855","ENSG00000105612"
"856","ENSG00000137509"
"857","ENSG00000167994"
"858","ENSG00000180596"
"859","ENSG00000120913"
"860","ENSG00000140092"
"861","ENSG00000189221"
"862","ENSG00000167565"
"863","ENSG00000139263"
"864","ENSG00000198680"
"865","ENSG00000176842"
"866","ENSG00000115738"
"867","ENSG00000177868"
"868","ENSG00000063854"
"869","ENSG00000125266"
"870","ENSG00000272695"
"871","ENSG00000162604"
"872","ENSG00000128590"
"873","ENSG00000170222"
"874","ENSG00000186889"
"875","ENSG00000144455"
"876","ENSG00000100364"
"877","ENSG00000110881"
"878","ENSG00000169184"
"879","ENSG00000272221"
"880","ENSG00000159556"
"881","ENSG00000123080"
"882","ENSG00000136052"
"883","ENSG00000179476"
"884","ENSG00000135929"
"885","ENSG00000168621"
"886","ENSG00000167705"
"887","ENSG00000174132"
"888","ENSG00000204054"
"889","ENSG00000166002"
"890","ENSG00000140264"
"891","ENSG00000126432"
"892","ENSG00000242221"
"893","ENSG00000240990"
"894","ENSG00000106049"
"895","ENSG00000119630"
"896","ENSG00000111424"
"897","ENSG00000101335"
"898","ENSG00000114784"
"899","ENSG00000138756"
"900","ENSG00000274565"
"901","ENSG00000277443"
"902","ENSG00000109099"
"903","ENSG00000166340"
"904","ENSG00000143013"
"905","ENSG00000115902"
"906","ENSG00000169252"
"907","ENSG00000196154"
"908","ENSG00000179859"
"909","ENSG00000102471"
"910","ENSG00000278730"
"911","ENSG00000214174"
"912","ENSG00000171444"
"913","ENSG00000204387"
"914","ENSG00000153885"
"915","ENSG00000100292"
"916","ENSG00000177570"
"917","ENSG00000007944"
"918","ENSG00000279453"
"919","ENSG00000168140"
"920","ENSG00000113269"
"921","ENSG00000090238"
"922","ENSG00000128713"
"923","ENSG00000224032"
"924","ENSG00000122042"
"925","ENSG00000148450"
"926","ENSG00000147804"
"927","ENSG00000124766"
"928","ENSG00000206418"
"929","ENSG00000172331"
"930","ENSG00000134202"
"931","ENSG00000100600"
"932","ENSG00000118292"
"933","ENSG00000183615"
"934","ENSG00000144810"
"935","ENSG00000198964"
"936","ENSG00000158825"
"937","ENSG00000197747"
"938","ENSG00000082497"
"939","ENSG00000226278"
"940","ENSG00000038427"
"941","ENSG00000189337"
"942","ENSG00000141574"
"943","ENSG00000184584"
"944","ENSG00000101255"
"945","ENSG00000250303"
"946","ENSG00000110651"
"947","ENSG00000140450"
"948","ENSG00000164938"
"949","ENSG00000110492"
"950","ENSG00000007255"
"951","ENSG00000127415"
"952","ENSG00000140937"
"953","ENSG00000239305"
"954","ENSG00000171604"
"955","ENSG00000154589"
"956","ENSG00000119655"
"957","ENSG00000168734"
"958","ENSG00000231684"
"959","ENSG00000164418"
"960","ENSG00000077585"
"961","ENSG00000226742"
"962","ENSG00000069011"
"963","ENSG00000005243"
"964","ENSG00000089060"
"965","ENSG00000122642"
"966","ENSG00000203706"
"967","ENSG00000254535"
"968","ENSG00000196110"
"969","ENSG00000167617"
"970","ENSG00000206341"
"971","ENSG00000223749"
"972","ENSG00000181195"
"973","ENSG00000119801"
"974","ENSG00000139173"
"975","ENSG00000125868"
"976","ENSG00000168216"
"977","ENSG00000157514"
"978","ENSG00000169439"
"979","ENSG00000172164"
"980","ENSG00000184489"
"981","ENSG00000112981"
"982","ENSG00000074590"
"983","ENSG00000101439"
"984","ENSG00000213625"
"985","ENSG00000277050"
"986","ENSG00000122691"
"987","ENSG00000101400"
"988","ENSG00000185761"
"989","ENSG00000134986"
"990","ENSG00000121989"
"991","ENSG00000101825"
"992","ENSG00000167779"
"993","ENSG00000283175"
"994","ENSG00000084636"
"995","ENSG00000116663"
"996","ENSG00000176490"
"997","ENSG00000126458"
"998","ENSG00000166275"
"999","ENSG00000176658"
"1000","ENSG00000115525"
"1001","ENSG00000167468"
"1002","ENSG00000171223"
"1003","ENSG00000184678"
"1004","ENSG00000130988"
"1005","ENSG00000163171"
"1006","ENSG00000085871"
"1007","ENSG00000123595"
"1008","ENSG00000067167"
"1009","ENSG00000099284"
"1010","ENSG00000152377"
"1011","ENSG00000257121"
"1012","ENSG00000239112"
"1013","ENSG00000087245"
"1014","ENSG00000121361"
"1015","ENSG00000149809"
"1016","ENSG00000159388"
"1017","ENSG00000176826"
"1018","ENSG00000169193"
"1019","ENSG00000139329"
"1020","ENSG00000155760"
"1021","ENSG00000102554"
"1022","ENSG00000198513"
"1023","ENSG00000187800"
"1024","ENSG00000260025"
"1025","ENSG00000137273"
"1026","ENSG00000213772"
"1027","ENSG00000111799"
"1028","ENSG00000235859"
"1029","ENSG00000168575"
"1030","ENSG00000116954"
"1031","ENSG00000067177"
"1032","ENSG00000171703"
"1033","ENSG00000120306"
"1034","ENSG00000127528"
"1035","ENSG00000170345"
"1036","ENSG00000123989"
"1037","ENSG00000183160"
"1038","ENSG00000272512"
"1039","ENSG00000275964"
"1040","ENSG00000186654"
"1041","ENSG00000175040"
"1042","ENSG00000214274"
"1043","ENSG00000142192"
"1044","ENSG00000113361"
"1045","ENSG00000213949"
"1046","ENSG00000130045"
"1047","ENSG00000183671"
"1048","ENSG00000166033"
"1049","ENSG00000128709"
"1050","ENSG00000101460"
"1051","ENSG00000130751"
"1052","ENSG00000167969"
"1053","ENSG00000126603"
"1054","ENSG00000121753"
"1055","ENSG00000273084"
"1056","ENSG00000189320"
"1057","ENSG00000185070"
"1058","ENSG00000154122"
"1059","ENSG00000164713"
"1060","ENSG00000253293"
"1061","ENSG00000149596"
"1062","ENSG00000075223"
"1063","ENSG00000164292"
"1064","ENSG00000211584"
"1065","ENSG00000261730"
"1066","ENSG00000012171"
"1067","ENSG00000273033"
"1068","ENSG00000223764"
"1069","ENSG00000261105"
"1070","ENSG00000184227"
