#p q x1 x2 x3 df/dx3
10.000000 0.575000 1.741710 0.016865 0.144108 -0.597034
10.000000 0.580000 0.318143 0.177706 0.023602 0.525628
10.000000 0.580000 1.742010 0.016854 0.144168 -0.597629
10.000000 0.585000 0.316463 0.178239 0.023512 0.525523
10.000000 0.585000 1.742304 0.016843 0.144226 -0.598213
10.000000 0.590000 0.314812 0.178764 0.023423 0.525415
10.000000 0.590000 1.742593 0.016832 0.144283 -0.598787
10.000000 0.595000 0.313189 0.179283 0.023336 0.525306
10.000000 0.595000 1.742877 0.016822 0.144339 -0.599351
10.000000 0.600000 0.311592 0.179796 0.023250 0.525195
10.000000 0.600000 1.743156 0.016811 0.144394 -0.599905
10.000000 0.605000 0.310022 0.180301 0.023166 0.525082
10.000000 0.605000 1.743429 0.016801 0.144449 -0.600449
10.000000 0.610000 0.308478 0.180801 0.023083 0.524967
10.000000 0.610000 1.743698 0.016791 0.144502 -0.600983
10.000000 0.615000 0.306959 0.181294 0.023001 0.524850
10.000000 0.615000 1.743961 0.016781 0.144554 -0.601509
10.000000 0.615000 1.743962 0.016781 0.144554 -0.601509
10.000000 0.620000 0.305464 0.181780 0.022921 0.524733
10.000000 0.620000 1.744221 0.016772 0.144606 -0.602025
10.000000 0.625000 0.303994 0.182261 0.022842 0.524613
10.000000 0.625000 1.744475 0.016762 0.144656 -0.602533
10.000000 0.630000 0.302546 0.182735 0.022763 0.524493
10.000000 0.630000 1.744726 0.016753 0.144706 -0.603032
10.000000 0.635000 0.301122 0.183204 0.022687 0.524372
10.000000 0.635000 1.744972 0.016744 0.144755 -0.603523
10.000000 0.640000 0.299720 0.183667 0.022611 0.524249
10.000000 0.640000 1.745213 0.016735 0.144803 -0.604006
10.000000 0.645000 0.298339 0.184124 0.022536 0.524126
10.000000 0.645000 1.745451 0.016726 0.144850 -0.604481
10.000000 0.650000 0.296980 0.184576 0.022463 0.524002
10.000000 0.650000 1.745685 0.016717 0.144897 -0.604948
10.000000 0.655000 0.295642 0.185022 0.022390 0.523877
10.000000 0.655000 1.745915 0.016709 0.144943 -0.605408
10.000000 0.660000 0.294324 0.185463 0.022319 0.523752
10.000000 0.660000 1.746141 0.016700 0.144988 -0.605860
10.000000 0.665000 0.293026 0.185899 0.022249 0.523626
10.000000 0.665000 1.746363 0.016692 0.145032 -0.606306
10.000000 0.670000 0.291748 0.186329 0.022180 0.523499
10.000000 0.670000 0.291748 0.186329 0.022180 0.523500
10.000000 0.670000 1.746582 0.016684 0.145076 -0.606744
10.000000 0.675000 0.290488 0.186754 0.022111 0.523373
10.000000 0.675000 1.746797 0.016676 0.145119 -0.607175
10.000000 0.675000 1.746798 0.016676 0.145119 -0.607175
10.000000 0.680000 0.289247 0.187174 0.022044 0.523245
10.000000 0.680000 0.289247 0.187174 0.022044 0.523246
10.000000 0.680000 1.747009 0.016668 0.145161 -0.607600
10.000000 0.685000 0.288025 0.187590 0.021977 0.523118
10.000000 0.685000 1.747218 0.016660 0.145203 -0.608018
10.000000 0.690000 0.286820 0.188000 0.021912 0.522990
10.000000 0.690000 1.747423 0.016653 0.145244 -0.608430
10.000000 0.695000 0.285632 0.188406 0.021847 0.522862
10.000000 0.695000 0.285632 0.188406 0.021847 0.522863
10.000000 0.695000 1.747625 0.016645 0.145285 -0.608836
10.000000 0.700000 0.284462 0.188807 0.021784 0.522735
10.000000 0.700000 1.747824 0.016638 0.145324 -0.609235
10.000000 0.705000 0.283308 0.189203 0.021721 0.522606
10.000000 0.705000 0.283309 0.189203 0.021721 0.522607
10.000000 0.705000 1.748020 0.016631 0.145364 -0.609629
10.000000 0.710000 0.282171 0.189595 0.021659 0.522478
10.000000 0.710000 1.748213 0.016624 0.145402 -0.610017
10.000000 0.715000 0.281050 0.189982 0.021598 0.522350
10.000000 0.715000 1.748403 0.016617 0.145440 -0.610399
10.000000 0.720000 0.279945 0.190365 0.021538 0.522222
10.000000 0.720000 0.279945 0.190365 0.021538 0.522223
10.000000 0.720000 1.748591 0.016610 0.145478 -0.610776
10.000000 0.725000 0.278854 0.190744 0.021478 0.522095
10.000000 0.725000 1.748775 0.016603 0.145515 -0.611147
10.000000 0.730000 0.277779 0.191118 0.021419 0.521967
10.000000 0.730000 1.748957 0.016596 0.145552 -0.611512
10.000000 0.730000 1.748957 0.016596 0.145552 -0.611513
10.000000 0.735000 0.276719 0.191488 0.021362 0.521839
10.000000 0.735000 0.276719 0.191488 0.021362 0.521840
10.000000 0.735000 1.749136 0.016589 0.145588 -0.611873
10.000000 0.740000 0.275673 0.191854 0.021304 0.521712
10.000000 0.740000 1.749312 0.016583 0.145623 -0.612229
10.000000 0.745000 0.274642 0.192216 0.021248 0.521585
10.000000 0.745000 1.749486 0.016577 0.145658 -0.612579
10.000000 0.750000 0.273624 0.192574 0.021192 0.521458
10.000000 0.750000 1.749658 0.016570 0.145693 -0.612925
10.000000 0.755000 0.272620 0.192929 0.021137 0.521332
10.000000 0.755000 1.749827 0.016564 0.145727 -0.613266
10.000000 0.760000 0.271629 0.193279 0.021083 0.521206
10.000000 0.760000 1.749993 0.016558 0.145760 -0.613602
10.000000 0.765000 0.270651 0.193625 0.021029 0.521080
10.000000 0.765000 1.750158 0.016552 0.145793 -0.613933
10.000000 0.770000 0.269686 0.193968 0.020976 0.520955
10.000000 0.770000 1.750320 0.016546 0.145826 -0.614261
10.000000 0.775000 0.268734 0.194307 0.020924 0.520830
10.000000 0.775000 1.750479 0.016540 0.145858 -0.614583
10.000000 0.780000 0.267794 0.194643 0.020872 0.520705
10.000000 0.780000 1.750637 0.016534 0.145890 -0.614902
10.000000 0.785000 0.266866 0.194975 0.020821 0.520581
10.000000 0.785000 1.750792 0.016528 0.145921 -0.615216
10.000000 0.790000 0.265950 0.195303 0.020771 0.520457
10.000000 0.790000 1.750946 0.016523 0.145952 -0.615526
10.000000 0.795000 0.265046 0.195628 0.020721 0.520334
10.000000 0.795000 1.751097 0.016517 0.145983 -0.615832
10.000000 0.800000 0.264153 0.195950 0.020672 0.520211
10.000000 0.800000 1.751246 0.016512 0.146013 -0.616134
10.000000 0.805000 0.263271 0.196268 0.020624 0.520089
10.000000 0.805000 1.751394 0.016506 0.146043 -0.616432
10.000000 0.810000 0.262401 0.196583 0.020576 0.519967
10.000000 0.810000 0.262401 0.196583 0.020576 0.519968
10.000000 0.810000 1.751539 0.016501 0.146072 -0.616726
10.000000 0.815000 0.261541 0.196894 0.020528 0.519846
10.000000 0.815000 1.751682 0.016495 0.146101 -0.617016
10.000000 0.820000 0.260692 0.197203 0.020481 0.519726
10.000000 0.820000 1.751824 0.016490 0.146130 -0.617303
10.000000 0.825000 0.259853 0.197508 0.020435 0.519606
10.000000 0.825000 1.751964 0.016485 0.146158 -0.617586
10.000000 0.830000 0.259024 0.197810 0.020389 0.519486
10.000000 0.830000 1.752102 0.016480 0.146186 -0.617866
10.000000 0.835000 0.258206 0.198109 0.020344 0.519367
10.000000 0.835000 1.752238 0.016475 0.146213 -0.618142
10.000000 0.840000 0.257397 0.198405 0.020299 0.519249
10.000000 0.840000 1.752372 0.016470 0.146241 -0.618415
10.000000 0.845000 0.256599 0.198698 0.020255 0.519131
10.000000 0.845000 1.752505 0.016465 0.146268 -0.618684
10.000000 0.850000 0.255809 0.198989 0.020211 0.519014
10.000000 0.850000 1.752636 0.016460 0.146294 -0.618950
10.000000 0.855000 0.255029 0.199276 0.020168 0.518898
10.000000 0.855000 1.752766 0.016456 0.146320 -0.619213
10.000000 0.860000 0.254259 0.199560 0.020125 0.518782
10.000000 0.860000 1.752893 0.016451 0.146346 -0.619472
10.000000 0.860000 1.752894 0.016451 0.146346 -0.619472
10.000000 0.865000 0.253497 0.199842 0.020083 0.518667
10.000000 0.865000 1.753020 0.016446 0.146372 -0.619729
10.000000 0.870000 0.252744 0.200121 0.020041 0.518552
10.000000 0.870000 1.753145 0.016442 0.146397 -0.619982
10.000000 0.875000 0.252000 0.200397 0.020000 0.518438
10.000000 0.875000 1.753268 0.016437 0.146422 -0.620233
10.000000 0.880000 0.251265 0.200671 0.019959 0.518325
10.000000 0.880000 1.753390 0.016433 0.146447 -0.620480
10.000000 0.885000 0.250538 0.200941 0.019919 0.518212
10.000000 0.885000 1.753510 0.016428 0.146471 -0.620725
10.000000 0.890000 0.249819 0.201210 0.019879 0.518100
10.000000 0.890000 1.753629 0.016424 0.146496 -0.620967
10.000000 0.895000 0.249108 0.201475 0.019839 0.517988
10.000000 0.895000 0.249109 0.201475 0.019839 0.517988
10.000000 0.895000 0.249109 0.201475 0.019839 0.517989
10.000000 0.895000 1.753746 0.016419 0.146519 -0.621206
10.000000 0.900000 0.248406 0.201738 0.019800 0.517878
10.000000 0.900000 1.753862 0.016415 0.146543 -0.621442
10.000000 0.905000 0.247711 0.201999 0.019762 0.517767
10.000000 0.905000 0.247711 0.201999 0.019762 0.517768
10.000000 0.905000 1.753977 0.016411 0.146566 -0.621675
10.000000 0.910000 0.247024 0.202257 0.019723 0.517658
10.000000 0.910000 0.247025 0.202257 0.019723 0.517658
10.000000 0.910000 1.754091 0.016407 0.146589 -0.621906
10.000000 0.915000 0.246345 0.202513 0.019685 0.517549
10.000000 0.915000 1.754203 0.016403 0.146612 -0.622134
10.000000 0.920000 0.245674 0.202766 0.019648 0.517441
10.000000 0.920000 1.754313 0.016399 0.146635 -0.622360
10.000000 0.925000 0.245009 0.203017 0.019611 0.517333
10.000000 0.925000 0.245009 0.203017 0.019611 0.517334
10.000000 0.925000 1.754423 0.016395 0.146657 -0.622583
10.000000 0.930000 0.244352 0.203265 0.019574 0.517226
10.000000 0.930000 0.244352 0.203265 0.019574 0.517227
10.000000 0.930000 1.754531 0.016391 0.146679 -0.622804
10.000000 0.935000 0.243702 0.203512 0.019538 0.517120
10.000000 0.935000 1.754638 0.016387 0.146701 -0.623022
10.000000 0.940000 0.243059 0.203756 0.019502 0.517015
10.000000 0.940000 0.243060 0.203756 0.019502 0.517015
10.000000 0.940000 1.754744 0.016383 0.146723 -0.623238
10.000000 0.945000 0.242424 0.203997 0.019466 0.516910
10.000000 0.945000 0.242424 0.203998 0.019466 0.516910
10.000000 0.945000 1.754849 0.016379 0.146744 -0.623451
10.000000 0.950000 0.241794 0.204237 0.019431 0.516806
10.000000 0.950000 0.241795 0.204237 0.019431 0.516806
10.000000 0.950000 1.754952 0.016375 0.146765 -0.623662
10.000000 0.955000 0.241172 0.204474 0.019396 0.516702
10.000000 0.955000 1.755055 0.016371 0.146786 -0.623871
10.000000 0.960000 0.240556 0.204710 0.019362 0.516599
10.000000 0.960000 1.755156 0.016368 0.146806 -0.624078
10.000000 0.965000 0.239947 0.204943 0.019328 0.516497
10.000000 0.965000 1.755256 0.016364 0.146827 -0.624282
10.000000 0.970000 0.239344 0.205174 0.019294 0.516395
10.000000 0.970000 1.755355 0.016360 0.146847 -0.624484
10.000000 0.975000 0.238748 0.205403 0.019260 0.516294
10.000000 0.975000 1.755453 0.016357 0.146867 -0.624684
10.000000 0.980000 0.238157 0.205629 0.019227 0.516194
10.000000 0.980000 1.755550 0.016353 0.146887 -0.624882
10.000000 0.985000 0.237573 0.205854 0.019195 0.516094
10.000000 0.985000 1.755646 0.016350 0.146906 -0.625078
10.000000 0.990000 0.236995 0.206077 0.019162 0.515995
10.000000 0.990000 1.755741 0.016346 0.146926 -0.625272
10.000000 0.995000 0.236422 0.206298 0.019130 0.515897
10.000000 0.995000 0.236423 0.206298 0.019130 0.515897
10.000000 0.995000 1.755835 0.016343 0.146945 -0.625464
10.000000 1.000000 0.235856 0.206517 0.019098 0.515799
10.000000 1.000000 1.755928 0.016339 0.146964 -0.625654
10.000000 1.005000 0.235295 0.206734 0.019067 0.515702
10.000000 1.005000 1.756020 0.016336 0.146983 -0.625842
10.000000 1.010000 0.234740 0.206949 0.019035 0.515605
10.000000 1.010000 1.756111 0.016333 0.147001 -0.626027
10.000000 1.010000 1.756111 0.016333 0.147001 -0.626028
10.000000 1.015000 0.234191 0.207162 0.019004 0.515509
10.000000 1.015000 0.234191 0.207162 0.019004 0.515510
10.000000 1.015000 1.756201 0.016329 0.147020 -0.626212
10.000000 1.020000 0.233647 0.207374 0.018974 0.515414
10.000000 1.020000 1.756290 0.016326 0.147038 -0.626394
10.000000 1.025000 0.233108 0.207583 0.018943 0.515320
10.000000 1.025000 1.756378 0.016323 0.147056 -0.626574
10.000000 1.030000 0.232575 0.207791 0.018913 0.515226
10.000000 1.030000 1.756465 0.016320 0.147074 -0.626753
10.000000 1.035000 0.232047 0.207997 0.018884 0.515132
10.000000 1.035000 1.756551 0.016316 0.147092 -0.626929
10.000000 1.040000 0.231524 0.208201 0.018854 0.515040
10.000000 1.040000 1.756637 0.016313 0.147109 -0.627104
10.000000 1.045000 0.231007 0.208404 0.018825 0.514947
10.000000 1.045000 0.231007 0.208404 0.018825 0.514948
10.000000 1.045000 1.756722 0.016310 0.147126 -0.627278
10.000000 1.050000 0.230494 0.208605 0.018796 0.514856
10.000000 1.050000 1.756805 0.016307 0.147144 -0.627449
10.000000 1.055000 0.229986 0.208804 0.018767 0.514765
10.000000 1.055000 0.229987 0.208804 0.018767 0.514765
10.000000 1.055000 1.756888 0.016304 0.147161 -0.627619
10.000000 1.060000 0.229484 0.209001 0.018739 0.514675
10.000000 1.060000 1.756970 0.016301 0.147177 -0.627788
10.000000 1.060000 1.756971 0.016301 0.147177 -0.627788
10.000000 1.065000 0.228986 0.209197 0.018711 0.514585
10.000000 1.065000 1.757052 0.016298 0.147194 -0.627954
10.000000 1.070000 0.228493 0.209391 0.018683 0.514496
10.000000 1.070000 1.757132 0.016295 0.147211 -0.628119
10.000000 1.075000 0.228004 0.209584 0.018655 0.514407
10.000000 1.075000 0.228004 0.209584 0.018655 0.514408
10.000000 1.075000 1.757212 0.016292 0.147227 -0.628283
10.000000 1.080000 0.227520 0.209775 0.018628 0.514320
10.000000 1.080000 1.757291 0.016289 0.147243 -0.628445
10.000000 1.085000 0.227041 0.209964 0.018601 0.514232
10.000000 1.085000 1.757369 0.016286 0.147259 -0.628605
10.000000 1.090000 0.226566 0.210152 0.018574 0.514146
10.000000 1.090000 1.757447 0.016283 0.147275 -0.628764
10.000000 1.095000 0.226096 0.210339 0.018547 0.514059
10.000000 1.095000 0.226096 0.210339 0.018547 0.514060
10.000000 1.095000 1.757524 0.016281 0.147291 -0.628921
10.000000 1.100000 0.225630 0.210523 0.018521 0.513974
10.000000 1.100000 0.225630 0.210524 0.018521 0.513974
10.000000 1.100000 1.757600 0.016278 0.147306 -0.629077
10.000000 1.105000 0.225168 0.210707 0.018494 0.513889
10.000000 1.105000 1.757675 0.016275 0.147322 -0.629231
10.000000 1.105000 1.757675 0.016275 0.147322 -0.629232
10.000000 1.110000 0.224711 0.210889 0.018468 0.513804
10.000000 1.110000 0.224711 0.210889 0.018468 0.513805
10.000000 1.110000 1.757749 0.016272 0.147337 -0.629384
10.000000 1.110000 1.757749 0.016272 0.147337 -0.629385
10.000000 1.115000 0.224257 0.211069 0.018443 0.513721
10.000000 1.115000 1.757823 0.016270 0.147352 -0.629536
10.000000 1.120000 0.223808 0.211248 0.018417 0.513637
